customer_comment,lr_lead_status_name
this lead is for fabiola chavez the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
would like to inquire about the property at chase road shavertown pa,closed
this lead is for matthew olson the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
would like to inquire about the property at beechtop road beech mountain nc we are beech mountain lovers just came back from there and saw this house and we are seriously interested but we would like possibly to see more pictures of the exteriors as well as interior thank yougio from miamiproperty details,closed
this lead is for staff sergeant michael leidhoff the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to,closed
requesting to work with ron spencer,closed
this lead is for carl ozeck the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for mitchellie verzonilla the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for master sergeant brian acosta the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
this lead is for pearlie homeicile banks the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
would like more information regarding the property at th st se rochester,closed
this lead is for jefferson doane the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at special features comments property details sq ft sq ft marital status married price range specifics lookinh for an agent who is patient helpful good listener organized and not pushy employer round rock high school spouse employer hotschedules prequalified yes prequalified amount first time buyer yes new home type single family townhouse condo new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home age newer yrs new home special needs customer name nicole white spouse name if applicable cody white mailing address city state and zip la frontera blvd round rock tx contact information nicole phone cody phone only in emergency additional mail address nicole white com preferred preferred contact method have you been in contact with any real estate agent if yes please provide the name of the real estate company and the agent scheduled move date no lease ends on june th what qualities are you looking for in an agent patient helpful listens to needs organized not pushy please add any additional information that you would like the real estate agent to know about your move we are currently under lease with an apartment would not be able to buy until may june is this military move or job related move no home finding information date of scheduled house hunting trip if applicable none yet are you st time buyer yes have you been pre approved for mortgage loan if yes by whom not yet will be going through navy fed va loan program price range under pref can stretch to destination north austin north austin suburbs type of home single family condo townhouse must large kitchen no tub shower combo in master car garage back patio for grill no red brick like story with master down or in law suite down having half bath down gas stove sink in master move in ready willing to do small projects but no fixer min maintenance in yard bedrooms with loft or flex space bathrooms age of home the newer the better no requirements employer and maximum commute time round rock high school min hotschedules min,closed
this lead is for captain richard newberry the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
im interested in pine pl harrington park nj,closed
gender male marital status single mortgage pre qualified yes first time home buyer no property types townhouse condo or co op price range,closed
this lead is for staff sergeant jimmy morris the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
this lead is for erin starr the cartus case number is please contact by phone prequalification was not received first time buyer,closed
gender female marital status married mortgage pre qualified no first time home buyer no property types single family home price range,closed
gender female marital status married mortgage pre qualified yes first time home buyer no property types single family home lot land new construction price range,closed
this lead is for lieutenant kim houck the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to,closed
purchased south country road brookhaven,closed
marital status married best time to call anytime familiar area yes price range specifics firplace opened concept good neighborhood no hoa employer university of ut new home type single family townhouse condo new home garage size new home garage type no preference spoke with mbr who is looking to purchase home for military move va loan experience knowlegable informative looks out for best interest,closed
this lead is for kathleen hubbard the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
would like more information regarding the property at utah ave findlay,closed
schools family neighborhood access to ammonites golf course ee currently in utah for work family will be out during spring break in march will want to have home purchased by the time school is out,closed
this lead is for patricia kroell the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for majaghoni johnson the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for specialist mykala geaumont the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
gender male marital status married military branch usn military status active mortgage pre qualified no first time home buyer no property types single family home price range,closed
best contact will be working in brooklyn park looking to purchase in surrounding area west of brooklyn park within minutes maple grove area possibly have not narrowed down exact area currently have bed bath home and would like something similar need minimum of bedrooms planning to relocate in early june wife is teacher so they plan to wait until school year is over daughter years old need information on location daycares need to sell home first no home finding trip planned as of yet,closed
this lead is for staff sergeant luis banuchi the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
gender female marital status married mortgage pre qualified yes first time home buyer no property types single family home price range,closed
gender male marital status married military branch usn military status retired mortgage pre qualified no first time home buyer no property types single family home lot land new construction price range,closed
im interested in milwaukee rd,closed
this lead is for senior airman richard garrison the cartus case number is please contact by phone prequalification was not received first time buyer please call cell,closed
gender male marital status married mortgage pre qualified yes first time home buyer no property types single family home new construction price range,closed
would like to inquire about the property at deliverance rd ruffin sc property details,closed
hello david think we may have been in contact two or three years ago im responding specifically to your listing grove isle dr unit however would like an update on all of the available units at grove isle that have deeded boat slips am particularly interested in the odd numbered units in building and building we are in bogota right now and can best be reached by email or whatsapp at my us cell rather than trying to call directly best regards andrew chermak,closed
would like to inquire about the property at snowshoe ct mount pocono pa property details,closed
appointment informationdate time anymessage,closed
exclusion multi locations the mbr could not narrow down the search area marital status single best time to call wk before or after weekend any price range prequalified yes prequalified amount prequalified by ent first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home special needs usaa broker template setting the broker agent up for success mbr is searching in monument between castle rock and colo springs south of castle rock and north of colo springs requirements single family home will accept condo but it must have yard familiar va loan process in case mbr uses va loan,closed
appointment informationdate tue jan time afternoonmessage,closed
this lead is for mykeesha pugh the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
would like more information regarding the property at knightsmanor ct richmond,closed
would like more information regarding the property at ansley ct spartanburg sc that found on realtor com,closed
im interested in watchill rd,closed
hi there jennifer from linda the lender team at waterstone need your email to send you flyer for oen house,closed
this lead is for sergeant first class jim whitted the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
this lead is for captain courteney geraldez the cartus case number is please contact by phone prequalification was received not first time buyer price range is to,closed
this lead is for carolyn harlow the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
this lead is for glen aleo the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
this lead is for sergeant first class kevin garwicki the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
no placement note special features comments property details sq ft sq ft marital status separated price range prequalified yes prequalified amount prequalified by ask member new home type single family new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for elizabeth stafford the cartus case number is please contact by phone prequalification was received first time buyer price range is to,closed
this lead is for senior airman aaron urie the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
this lead is for kevin curtis the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for major heath marlin the cartus case number is please contact by phone prequalification was received first time buyer price range is to,closed
arriving in milwaukee and has hotel booked for weeks does own home but does not need to sell in order to buy wants to purchase asap working on pre approval looking in menomonee falls and brookfield for single level ranch home around ability to increase price range but does not want to at this point,closed
please assign to affinity usaa trained agent client may be using benefits thank you asked permission yes new home special needs client is active duty military moving from hawaii to san diego please choose realtor who has experience with with the military lifestyle,closed
this lead is for captain jean pierre the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
this lead is for sergeant first class kirk williams the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
no placement note special features comments property details sq ft sq ft marital status married best time to call prefers email price range specifics prequalified amount new home type single family new home sqft sq ft new home garage size new home lot size acres,closed
repeat member tlc not familiar with the area looking for area info good schools are must experienced seasoned agent only special features comments property details sq ft sq ft marital status married best time to call after pac wants buyer agent yes price range specifics sw colorado springs good schools are must not familiar with the areas evans hospital employer us army fort carson prequalified amount new home type single family new home sqft sq ft new home basement full finished new home garage size new home lot size acres new home garage type attached new home age yrs new home special needs cb in co military move might visit area in mid february fenced in back yard is preferred open floor plan larger updated kitchen hardwood floors newer home updated no fixxer uppers usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to tt mr mbr military move just purchasing military move waiting on orders working on prequal conventional loan just purchasing not familiar with the areas repeat member tlc experienced agent only needs lots of guidance areas good schools are must experienced agent only,closed
location or tax parcel for id or address please map on page cant be correct thanks ed,closed
will be in town jan th to look at homes mesa beds or beds casita prefer to have pool all cash no loan but will go higher for the right home he mentioned cynthia,closed
would like more information regarding the property at windmill dr apt fort collins co that found on realtor com,closed
im interested in highway,closed
im interested in th avenue ct,closed
gender male marital status married military branch usaf military status retired mortgage pre qualified yes first time home buyer no property types single family home price range,closed
this lead is for ronald benavidez the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
gender male marital status married military branch fbi military status active mortgage pre qualified yes first time home buyer no property types single family home price range,closed
gender male marital status single military branch usa military status active mortgage pre qualified yes first time home buyer no property types single family home price range,closed
this lead is for second lieutenant logan trombley the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
this lead is for lieutenant colonel scott lew the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
this lead is for michael blase the cartus case number is please contact by phone prequalification was not received first time buyer price range is to program lender is navy federal credit union,closed
my husband and were referred to you by our friends that just recently moved into their new house the renna we are interested in finding home in the richlands area cana wait to hear from you,closed
first time homebuyer looking for single family home in boston suburb,closed
this lead is for corporal joshua folmar the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
agr approved barbara landers special features comments property details sq ft sq ft marital status married asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for joan shoemaker the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at special features comments property details sq ft sq ft price range prequalified amount new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs customer name paul komla spouse name if applicable allison kennedy mailing address city state and zip wedgeway place contact information home phone business phone cell phone additional mail address allisonrosek com preferred contact method cell phone have you been in contact with any real estate agent please specify if yes please provide the name of the real estate company and the agent no scheduled move date what qualities are you looking for in an agent please add any additional information that you would like the real estate agent to know about your move is this military move or job related move please specify home finding information date of scheduled house hunting trip if applicable are you st time buyer no have you been pre approved for mortgage loan please specify if yes by whom price range destination fairfax va type of home please specify bedrooms bathrooms age of home employer and maximum commute time none,closed
this lead is for specialist garrett shaw the cartus case number is please contact by phone prequalification was received first time buyer price range is to,closed
im interested in salcido ln,closed
this lead is for levi smith the cartus case number is please contact by phone prequalification was not received not first time buyer,closed
gender female marital status divorced military branch usaf military status retired mortgage pre qualified no first time home buyer no property types single family home new construction price range,closed
comments am working with this client he member of nfcu so enrolling him the program as an agent generated referral has already spoken with nfcu lender regarding getting pre approved customer has had contact with an agent contact has been with century redwood peter bixby customer permission was asked for,closed
would like to inquire about the property at sara street junction city ks hi is one side still vacant wed like to see it saturday jan around noon if we can prequalification done with wells fargo well be in wichita this weekend thanks,closed
gender female marital status divorced military branch usa military status active reserve mortgage pre qualified yes first time home buyer no property types condo or co op price range,closed
agr approved marie pohlman special features comments property details sq ft sq ft marital status married best time to call evening asked permission yes price range prequalified amount new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for staff sergeant erik gonzalez the cartus case number is please contact by phone prequalification was received not first time buyer price range is to,closed
gender male marital status married military branch usa military status active mortgage pre qualified no first time home buyer no property types single family home price range,closed
gender male marital status married military branch usaf military status separate mortgage pre qualified yes first time home buyer no property types single family home price range,closed
would like more information regarding the property at coulombe st acushnet,closed
this lead is for patricia patterson the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for karen schuler the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
this lead is for technical sergeant tiffany lambert the cartus case number is please contact by phone prequalification was received not first time buyer price range is to,closed
marital status married price range specifics colorado spgs co no more than min from zip code prequalified yes prequalified amount prequalified by nfcu new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs initial call template francisco lopez applied nfcu mortgage lqid purchase location colorado spgs co no more than min zip code home purchase timeframe months no prior contact not ftb pre for planning home trip within next days to colorado sfh beds baths prefers up to date and move in ready homes fenced in yard new to colorado never been there also looking to sell hidden meadows ln del rio tx,closed
this lead is for richard fernandez the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
very interested in this property,closed
gender male marital status married mortgage pre qualified yes first time home buyer no property types single family home price range,closed
good evening im interested in college st and would like to schedule walk through in the next few days please let me know availability thanks,closed
gender male marital status married mortgage pre qualified yes first time home buyer no property types single family home price range,closed
gender male marital status married military branch usa military status separate mortgage pre qualified yes first time home buyer no property types single family home price range,closed
this lead is for staff sergeant gregory davenport the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
this lead is for santosh upadhyay the cartus case number is please contact by phone prequalification was received first time buyer price range is to,closed
gender female marital status widowed mortgage pre qualified no first time home buyer no property types single family home townhouse price range,closed
would like more information regarding the property at telegraph rd in pecatonica we would like to schedule showing thank you,closed
this lead is for raven bethea the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
placement note they would like to look at homes in the round lake il area we were not given any detail on their home needs can you please assign ann hoglund and have her contact susan workman asap at they have home they want to put an offer on,closed
this lead is for lieutenant commander steven durst the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
would like to inquire about the property at grant st lebanon or property details,closed
would like more information regarding the property at th st dade city,closed
this lead is for master sergeant jason allen the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
marital status married wants buyer agent yes price range usd usd prequalified amount usd new home type single family new home sqft sq ft new home garage size new home lot size acres,closed
this lead is for lieutenant ryan mills the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
bed bath sq ft acre of land vail school district spanish trail northside of freeway pavement road paved road newer construction preferred but open to something renovated workable for the right price may also be interested in purchasing land to build on,closed
gender female marital status married military branch usaf military status retired mortgage pre qualified yes first time home buyer no property types single family home price range,closed
would like moreinformation about wyoming ave tunkhannock pa,closed
this lead is for specialist william pitman the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
gender male marital status married military branch usaf military status active mortgage pre qualified no first time home buyer no property types single family home price range,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at special features comments property details sq ft sq ft price range employer mhia mccormick rd hunt valley md prequalified amount first time buyer yes new home type single family townhouse new home sqft sq ft new home garage size new home lot size acres new home garage type detached,closed
gender male marital status married military branch usn military status active mortgage pre qualified yes first time home buyer no property types single family home price range,closed
gender female marital status single mortgage pre qualified no first time home buyer no property types single family home townhouse condo or co op new construction price range,closed
this lead is for daniel mcconnell the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for shawn kemp the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to no program lender specified,closed
this lead is for laketha robertson the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for heather kessler the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
saw sale pending sign located at oak ave moorehead ia,closed
this lead is for evan baldwin the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
this lead is for davetia mcgrew the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for brittney mays the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to program lender is navy federal credit union,closed
this lead is for captain terry webb the cartus case number is please contact by phone prequalification was not received not first time buyer price range is to,closed
this lead is for emily wood the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
im interested in centre court ridge dr unit,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at special features comments property details sq ft sq ft asked permission yes price range specifics basement preferred prequalified yes prequalified amount prequalified by nfcu new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs nfcu initial call template name ziel luna prior contact verbal mail phone in person with seller or builder yes comments discussion points basement preferred moving time frame months mortgage discussion mortgage status pre qualified comments did you ask for ssa if it is nfcu file yes no yes best contact method time cell time agent criteria tom pietrucha placed other side no renting out comments incentive may be available home finding cash bonus va listing choose one corporate benefits no please complete all fields please put in comment field in hem to be sent to the broker,closed
thank you for assigning this referral to sharon solverson of the temecula office she is friends with the ra pr special features comments property details sq ft sq ft marital status single best time to call he works nights asked permission yes familiar area yes price range prequalified amount new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs per ra have already set him up with an agent that have know for years her name is sharon solverson she works out of coldwell banker residential brokerage temecula ca she will be giving me referral,closed
would like to inquire about the property at berkeley st surrey nd,closed
this lead is for alexander branam the cartus case number is please contact by phone prequalification was received first time buyer price range is up to program lender is navy federal credit union,closed
this is navy federal referral mortgage should always be redirected to nfcu if you feel at any time the member may not use nfcu for their mortgage please contact the cartus rep right away nfcu mortgage am pm sat am pm overseas collect for mortgage if you are an agent and in need of weekend assistance in obtaining prequal or pre approval letter for member please contact nfcu at option then option navy federal title services nfts is navy federal preferred title company if nfts is licensed in your state the member should be offered nfts as an option if the member is choosing title company an nfts flyer with manager contact information and their states of operation is located on cartusnetworks com under the navy section if you have questions about nfts please contact matt medaries vp of business development at mattm org or call him at marital status engaged price range specifics looking for an agent who is friendly reliable responsive not pushy member would like fenced back yard garage and basement employer lockheed martin prequalified amount first time buyer yes new home type single family customer name aaron ralston spouse name if applicable melissa merritt fiancee mailing address boggs rd sw unit mableton ga contact information home phone additional mail address aaron ralston com preferred contact method mail have you been in contact with any real estate agent no scheduled move date feb mar what qualities are you looking for in an agent friendly reliable responsive not pushy please add any additional information that you would like the real estate agent to know about your move melissa is moving to the area at the beginning of february we are hoping to get into home as soon as possible but her relocation package is expected to provided goods storage for limited time if needed is this military move or job related move please specify job related moved to the area for work and am in temporary living situation since last fall home finding information date of scheduled house hunting trip if applicable am already in the area melissa has not yet planned trip down for house hunting are you st time buyer yes have you been pre approved for mortgage loan please specify if yes by whom no we did obtain pre qualification from navy federal price range max destination marietta ga area type of home single family would like garage and basement but these arent deal breakers also looking for fenced back yard for dogs bedrooms bathrooms age of home employer and maximum commute time lockheed martin minutes,closed
im interested in meadowside dr first time home buyer looking to get few details about this home and the purchasing process,closed
this lead is for courtney kelly the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
im interested in blankenship dr,closed
marital status married best time to call mbr in hi call between am and pm his time wants buyer agent yes price range specifics mbr in hi call between am and pm his time pcs move ftb prequalified amount first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs name mr raymond cuellar prior contact verbal mail phone in person with seller or builder no comments discussion points ftb between marietta and temecula min of bedrooms moving to ca feb and ready to begin search and on moving time frame months mortgage discussion mortgage status already spoke to lender comments did you ask for ssa if it is nfcu file yes no yes best contact method time cell time mbr on hi time anytime between and agent criteria placed other side no ftb comments incentive may be available home finding cash bonus ca listing choose one corporate benefits no,closed
would like to inquire about the property at forest trail marshall tx property details,closed
maple street carlsbad nm hello would like to look at the house if this is possible let me know thank you,closed
this lead is for specialist otniel bovi the cartus case number is please contact by phone prequalification was received not first time buyer price range is to,closed
would like more information regarding the property at brassie bnd apt fort myers fl that found on realtor com,closed
this lead is for seaman christopher rankin the cartus case number is please contact by phone prequalification was not received first time buyer price range is to please call cell,closed
property details sq ft sq ft marital status divorced price range prequalified amount new home type single family new home sqft sq ft new home garage size new home lot size acres,closed
gender male marital status single military branch usa military status active reserve mortgage pre qualified no first time home buyer no property types single family home townhouse condo or co op price range,closed
this lead is for master sergeant roger graham the cartus case number is please contact by phone prequalification was received not first time buyer price range is up to,closed
mbr is working with laressa special features comments property details sq ft sq ft marital status married best time to call any fu jan familiar area yes price range specifics would like two master suites two walk in closet employer downtown prequalified yes prequalified amount prequalified by usaa new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs msg trice looking to purchase home in the austin tx area price range of pre approved prior contact none incentive discussed yes hf cash reward available tx lst select cash reward option state,closed
gender male marital status single military branch usaf military status active mortgage pre qualified no first time home buyer no property types single family home townhouse price range,closed
this lead is for spencer brown the cartus case number is please contact by phone prequalification was not received first time buyer price range is up to,closed
im interested in oak rd email is the best way to communicate at this time,closed
gender male marital status married military branch usmc military status active mortgage pre qualified yes first time home buyer no property types single family home townhouse other price range,closed
gender male marital status separated mortgage pre qualified no first time home buyer no property types single family home price range,closed
gender male marital status married military branch usaf military status separate mortgage pre qualified yes first time home buyer no property types single family home townhouse new construction price range,closed
placement notes please reach out to this customer today she is looking to take home finding trip this thursday employer freeport mcmoran corporation,closed
this lead is for zachary hall the cartus case number is please contact by phone prequalification was not received not first time buyer price range is up to,closed
no placement note special features comments property details sq ft sq ft marital status single best time to call rd pm price range specifics can move anytime employer doj prequalified amount new home sqft sq ft new home garage size new home lot size acres new home garage type no preference new home special needs recap of conversation please include special comments brief overview who you spoke to townhomes newer heating air conditioning newer roof hardwood floors prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder no agent name type agent name broker name type broker name type of prior contact select an option enter more details or other prior contact here if necessary agent selection criteria select agent criteria type additional agent criteria here if needed agent request requested agent name type requested agent name if the requested agent is not available is the member okay with working with any team agent select an option enter more details if needed loan originator contact information name type loan originator name phone number loan originator phone number incentive discussed hf select cash reward option va lst select cash reward option state,closed
hi lynn am referral agent with coldwell banker florida id like to refer myself to you we are looking at relocating to naples from northern michigan we will be in naples the th of this month and would like to see three properties if you have time during then can get the referral paperwork to you asap thanks diana shattuck grew up in stuart florida hence the number,closed
this lead is for robert martin the cartus case number is please contact by phone prequalification was received first time buyer price range is up to,closed
appointment informationdate sun jan time afternoonmessage we would like to see this property today if possible as well as north cass apn,closed
this referral is part of cartus pilot program called real estate services customers may be eligible for cash bonus based on sale price refer to affinity cash bonus schedule in cartusnetworks com no lender attached please use your preferred lender asked permission yes price range specifics th st milwaukee would to see similar listings for investment properties flex on home type within price point name mr charles jones prior contact no moving time frame months mortgage status unknown best contact method cell placed other side no nd investment home incentive may be available home finding wi,closed
appointment informationdate sun jan time anymessage please contact this client concerning this property thank you,closed
hello can this unit be rented,closed
im interested in brassie bnd apt or something similar year built to near city shops cinemas restaurants gyms etc gated yes do not care much about golf,closed
would like more information regarding the property at granny grump ln loris sc that found on realtor com,closed
multiple areas first time buyers has homes ready to see needs va loan experienced agent guidance in areas schools resale value special features comments property details sq ft sq ft marital status married best time to call anytime wants buyer agent yes price range specifics winchester lakes elsonor has special needs child elementary has homes ready to see employer us navy north island coronado spouse employer home maker prequalified yes prequalified amount prequalified by usaa va loan first time buyer yes new home type single family new home sqft sq ft new home garage size new home lot size acres new home garage type attached new home special needs cb in ca first time buyers usaa broker template setting the broker agent up for success recap of conversation please include special comments brief overview who you spoke to tt mr mrs member just purchasing first time buyer prequalified with usaa va loan not under lease mrs is expecting if older home move in ready updated no fixxer upper hardwoods preferred would like swimming pool central air central heat first time buyers looking in multiple areas guidance in buying process resale value good schools they have special needs child has homes ready to see needs lots of guidance prior contact has mbr had any communication including verbal email phone in person online etc with an agent seller or builder no agent name type agent name broker name type broker name type of prior contact select an option enter more details or other prior contact here if necessary agent selection criteria first time buyer experience prequalified with usaa va loan agent request requested agent name type requested agent name if the requested agent is not available is the member okay with working with any team agent select an option enter more details if needed loan originator contact information name type loan originator name phone number loan originator phone number incentive discussed hf cash reward available ca lst select cash reward option state,closed
